_id,name,p_id,pos,number,team,games,points,goals,assists,pv
ObjectId("5db5c95e3f0b6f443efe230e"),Joe Thornton,8466138,F,19,San Jose Sharks,24,7,0,7,1
ObjectId("5db5c95e3f0b6f443efe230f"),Patrick Marleau,8466139,F,12,San Jose Sharks,21,10,5,5,1
ObjectId("5db5c95e3f0b6f443efe2310"),Logan Couture,8474053,F,39,San Jose Sharks,25,25,5,20,2
ObjectId("5db5c95e3f0b6f443efe2311"),Evander Kane,8475169,F,9,San Jose Sharks,22,21,12,9,3
ObjectId("5db5c95e3f0b6f443efe2312"),Marcus Sorensen,8475834,F,20,San Jose Sharks,21,7,4,3,1
ObjectId("5db5c95e3f0b6f443efe2313"),Barclay Goodrow,8476624,F,23,San Jose Sharks,22,11,6,5,1
ObjectId("5db5c95e3f0b6f443efe2314"),Tomas Hertl,8476881,F,48,San Jose Sharks,20,21,10,11,3
ObjectId("5db5c95e3f0b6f443efe2315"),Jonny Brodzinski,8477380,F,22,San Jose Sharks,3,1,0,1,1
ObjectId("5db5c95e3f0b6f443efe2316"),Melker Karlsson,8477922,F,68,San Jose Sharks,10,2,1,1,1
ObjectId("5db5c95e3f0b6f443efe2317"),Kevin Labanc,8478099,F,62,San Jose Sharks,25,15,7,8,2
ObjectId("5db5c95e3f0b6f443efe2318"),Timo Meier,8478414,F,28,San Jose Sharks,25,16,8,8,2
ObjectId("5db5c95e3f0b6f443efe2319"),Noah Gregor,8479393,F,73,San Jose Sharks,3,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe231a"),Dylan Gambrell,8479580,F,7,San Jose Sharks,19,5,1,4,1
ObjectId("5db5c95e3f0b6f443efe231b"),Lukas Radil,8480780,F,52,San Jose Sharks,6,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe231c"),Martin Jones,8474889,G,31,San Jose Sharks,20,20,0,0,1
ObjectId("5db5c95e3f0b6f443efe231d"),Aaron Dell,8477180,G,30,San Jose Sharks,7,6,0,0,1
ObjectId("5db5c95e3f0b6f443efe231e"),Jay Bouwmeester,8470151,D,19,St. Louis Blues,12,3,1,2,1
ObjectId("5db5c95e3f0b6f443efe231f"),Carl Gunnarsson,8474125,D,4,St. Louis Blues,10,4,1,3,1
ObjectId("5db5c95e3f0b6f443efe2320"),Robert Bortuzzo,8474145,D,41,St. Louis Blues,8,1,0,1,1
ObjectId("5db5c95e3f0b6f443efe2321"),Alex Pietrangelo,8474565,D,27,St. Louis Blues,24,19,7,12,2
ObjectId("5db5c95e3f0b6f443efe2322"),Justin Faulk,8475753,D,72,St. Louis Blues,17,6,0,6,1
ObjectId("5db5c95e3f0b6f443efe2323"),Colton Parayko,8476892,D,55,St. Louis Blues,25,11,1,10,1
ObjectId("5db5c95e3f0b6f443efe2324"),Vince Dunn,8478407,D,29,St. Louis Blues,23,7,4,3,1
ObjectId("5db5c95e3f0b6f443efe2325"),Alexander Steen,8470257,F,20,St. Louis Blues,16,5,0,5,1
ObjectId("5db5c95e3f0b6f443efe2326"),David Perron,8474102,F,57,St. Louis Blues,25,23,11,12,2
ObjectId("5db5c95e3f0b6f443efe2327"),Tyler Bozak,8475098,F,21,St. Louis Blues,17,8,2,6,1
ObjectId("5db5c95e3f0b6f443efe2328"),Ryan O'Reilly,8475158,F,90,St. Louis Blues,25,21,5,16,2
ObjectId("5db5c95e3f0b6f443efe2329"),Brayden Schenn,8475170,F,10,St. Louis Blues,25,22,12,10,2
ObjectId("5db5c95e3f0b6f443efe232a"),Vladimir Tarasenko,8475765,F,91,St. Louis Blues,10,10,3,7,2
ObjectId("5db5c95e3f0b6f443efe232b"),Jaden Schwartz,8475768,F,17,St. Louis Blues,24,18,6,12,2
ObjectId("5db5c95e3f0b6f443efe232c"),Oskar Sundqvist,8476897,F,70,St. Louis Blues,23,10,6,4,1
ObjectId("5db5c95e3f0b6f443efe232d"),Mackenzie MacEachern,8476907,F,28,St. Louis Blues,13,4,2,2,1
ObjectId("5db5c95e3f0b6f443efe232e"),Zach Sanford,8477482,F,12,St. Louis Blues,18,8,2,6,1
ObjectId("5db5c95e3f0b6f443efe232f"),Robby Fabbri,8477952,F,15,St. Louis Blues,16,9,4,5,1
ObjectId("5db5c95e3f0b6f443efe2330"),Ivan Barbashev,8477964,F,49,St. Louis Blues,19,7,2,5,1
ObjectId("5db5c95e3f0b6f443efe2331"),Sammy Blais,8478104,F,9,St. Louis Blues,16,8,5,3,1
ObjectId("5db5c95e3f0b6f443efe2332"),Robert Thomas,8480023,F,18,St. Louis Blues,20,9,3,6,1
ObjectId("5db5c95e3f0b6f443efe2333"),Jake Allen,8474596,G,34,St. Louis Blues,5,6,0,0,1
ObjectId("5db5c95e3f0b6f443efe2334"),Jordan Binnington,8476412,G,50,St. Louis Blues,18,24,0,1,2
ObjectId("5db5c95e3f0b6f443efe2335"),Braydon Coburn,8470601,D,55,Tampa Bay Lightning,9,1,1,0,1
ObjectId("5db5c95e3f0b6f443efe2336"),Kevin Shattenkirk,8474031,D,22,Tampa Bay Lightning,21,17,5,12,2
ObjectId("5db5c95e3f0b6f443efe2337"),Ryan McDonagh,8474151,D,27,Tampa Bay Lightning,21,8,1,7,1
ObjectId("5db5c95e3f0b6f443efe2338"),Victor Hedman,8475167,D,77,Tampa Bay Lightning,18,20,4,16,2
ObjectId("5db5c95e3f0b6f443efe2339"),Erik Cernak,8478416,D,81,Tampa Bay Lightning,9,1,1,0,1
ObjectId("5db5c95e3f0b6f443efe233a"),Mikhail Sergachev,8479410,D,98,Tampa Bay Lightning,21,12,2,10,1
ObjectId("5db5c95e3f0b6f443efe233b"),Jan Rutta,8480172,D,44,Tampa Bay Lightning,5,2,0,2,1
ObjectId("5db5c95e3f0b6f443efe233c"),Alex Killorn,8473986,F,17,Tampa Bay Lightning,20,16,5,11,2
ObjectId("5db5c95e3f0b6f443efe233d"),Pat Maroon,8474034,F,14,Tampa Bay Lightning,19,10,5,5,1
ObjectId("5db5c95e3f0b6f443efe233e"),Steven Stamkos,8474564,F,91,Tampa Bay Lightning,17,20,7,13,3
ObjectId("5db5c95e3f0b6f443efe233f"),Luke Witkowski,8474722,F,28,Tampa Bay Lightning,9,3,1,2,1
ObjectId("5db5c95e3f0b6f443efe2340"),Tyler Johnson,8474870,F,9,Tampa Bay Lightning,17,10,4,6,1
ObjectId("5db5c95e3f0b6f443efe2341"),Ondrej Palat,8476292,F,18,Tampa Bay Lightning,21,15,8,7,2
ObjectId("5db5c95e3f0b6f443efe2342"),Nikita Kucherov,8476453,F,86,Tampa Bay Lightning,20,21,8,13,3
ObjectId("5db5c95e3f0b6f443efe2343"),Yanni Gourde,8476826,F,37,Tampa Bay Lightning,21,14,6,8,2
ObjectId("5db5c95e3f0b6f443efe2344"),Cedric Paquette,8476975,F,13,Tampa Bay Lightning,13,8,3,5,1
ObjectId("5db5c95e3f0b6f443efe2345"),Carter Verhaeghe,8477409,F,23,Tampa Bay Lightning,8,1,0,1,1
ObjectId("5db5c95e3f0b6f443efe2346"),Brayden Point,8478010,F,21,Tampa Bay Lightning,17,15,7,8,2
ObjectId("5db5c95e3f0b6f443efe2347"),Mathieu Joseph,8478472,F,7,Tampa Bay Lightning,21,7,4,3,1
ObjectId("5db5c95e3f0b6f443efe2348"),Anthony Cirelli,8478519,F,71,Tampa Bay Lightning,20,15,5,10,2
ObjectId("5db5c95e3f0b6f443efe2349"),Curtis McElhinney,8470147,G,35,Tampa Bay Lightning,6,6,0,0,1
ObjectId("5db5c95e3f0b6f443efe234a"),Andrei Vasilevskiy,8476883,G,88,Tampa Bay Lightning,15,19,0,1,2
ObjectId("5db5c95e3f0b6f443efe234b"),Rasmus Sandin,8480873,D,38,Toronto Maple Leafs,6,2,0,2,1
ObjectId("5db5c95e3f0b6f443efe234c"),Jake Muzzin,8474162,D,8,Toronto Maple Leafs,24,13,3,10,1
ObjectId("5db5c95e3f0b6f443efe234d"),Tyson Barrie,8475197,D,94,Toronto Maple Leafs,25,10,2,8,1
ObjectId("5db5c95e3f0b6f443efe234e"),Martin Marincin,8475716,D,52,Toronto Maple Leafs,6,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe234f"),Justin Holl,8475718,D,3,Toronto Maple Leafs,23,7,1,6,1
ObjectId("5db5c95e3f0b6f443efe2350"),Kevin Gravel,8475857,D,25,Toronto Maple Leafs,1,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe2351"),Morgan Rielly,8476853,D,44,Toronto Maple Leafs,25,17,3,14,1
ObjectId("5db5c95e3f0b6f443efe2352"),Cody Ceci,8476879,D,83,Toronto Maple Leafs,11,4,1,3,1
ObjectId("5db5c95e3f0b6f443efe2353"),Jason Spezza,8469455,F,19,Toronto Maple Leafs,15,8,3,5,1
ObjectId("5db5c95e3f0b6f443efe2354"),John Tavares,8475166,F,91,Toronto Maple Leafs,15,14,6,8,2
ObjectId("5db5c95e3f0b6f443efe2355"),Nicholas Shore,8476406,F,26,Toronto Maple Leafs,21,3,2,1,1
ObjectId("5db5c95e3f0b6f443efe2356"),Alexander Kerfoot,8477021,F,15,Toronto Maple Leafs,16,8,5,3,1
ObjectId("5db5c95e3f0b6f443efe2357"),Andreas Johnsson,8477341,F,18,Toronto Maple Leafs,21,12,5,7,1
ObjectId("5db5c95e3f0b6f443efe2358"),Nic Petan,8477464,F,61,Toronto Maple Leafs,8,2,0,2,1
ObjectId("5db5c95e3f0b6f443efe2359"),Frederik Gauthier,8477512,F,33,Toronto Maple Leafs,20,4,2,2,1
ObjectId("5db5c95e3f0b6f443efe235a"),William Nylander,8477939,F,88,Toronto Maple Leafs,25,19,8,11,2
ObjectId("5db5c95e3f0b6f443efe235b"),Kasperi Kapanen,8477953,F,24,Toronto Maple Leafs,25,13,7,6,1
ObjectId("5db5c95e3f0b6f443efe235c"),Mitchell Marner,8478483,F,16,Toronto Maple Leafs,17,18,4,14,2
ObjectId("5db5c95e3f0b6f443efe235d"),Dmytro Timashov,8478857,F,41,Toronto Maple Leafs,8,4,1,3,1
ObjectId("5db5c95e3f0b6f443efe235e"),Auston Matthews,8479318,F,34,Toronto Maple Leafs,25,30,16,14,3
ObjectId("5db5c95e3f0b6f443efe235f"),Trevor Moore,8479675,F,42,Toronto Maple Leafs,11,5,3,2,1
ObjectId("5db5c95e3f0b6f443efe2360"),Ilya Mikheyev,8481624,F,65,Toronto Maple Leafs,24,14,4,10,1
ObjectId("5db5c95e3f0b6f443efe2361"),Michael Hutchinson,8474636,G,30,Toronto Maple Leafs,4,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe2362"),Frederik Andersen,8475883,G,31,Toronto Maple Leafs,19,22,0,0,2
ObjectId("5db5c95e3f0b6f443efe2363"),Oscar Fantenberg,8480147,D,5,Vancouver Canucks,0,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe2364"),Ashton Sautner,8477085,D,29,Vancouver Canucks,0,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe2365"),Alexander Edler,8471303,D,23,Vancouver Canucks,24,15,4,11,1
ObjectId("5db5c95e3f0b6f443efe2366"),Tyler Myers,8474574,D,57,Vancouver Canucks,14,4,0,4,1
ObjectId("5db5c95e3f0b6f443efe2367"),Jordie Benn,8474818,D,4,Vancouver Canucks,20,3,0,3,1
ObjectId("5db5c95e3f0b6f443efe2368"),Christopher Tanev,8475690,D,8,Vancouver Canucks,9,4,1,3,1
ObjectId("5db5c95e3f0b6f443efe2369"),Troy Stecher,8479442,D,51,Vancouver Canucks,20,5,2,3,1
ObjectId("5db5c95e3f0b6f443efe236a"),Quinn Hughes,8480800,D,43,Vancouver Canucks,23,18,2,16,2
ObjectId("5db5c95e3f0b6f443efe236b"),Antoine Roussel,8474849,F,26,Vancouver Canucks,0,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe236c"),Loui Eriksson,8470626,F,21,Vancouver Canucks,2,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe236d"),Brandon Sutter,8474091,F,20,Vancouver Canucks,16,8,5,3,1
ObjectId("5db5c95e3f0b6f443efe236e"),Jay Beagle,8474291,F,83,Vancouver Canucks,11,3,1,2,1
ObjectId("5db5c95e3f0b6f443efe236f"),Micheal Ferland,8475907,F,79,Vancouver Canucks,11,5,1,4,1
ObjectId("5db5c95e3f0b6f443efe2370"),Josh Leivo,8476410,F,17,Vancouver Canucks,23,11,2,9,1
ObjectId("5db5c95e3f0b6f443efe2371"),J.T. Miller,8476468,F,9,Vancouver Canucks,25,24,10,14,2
ObjectId("5db5c95e3f0b6f443efe2372"),Tanner Pearson,8476871,F,70,Vancouver Canucks,23,12,5,7,1
ObjectId("5db5c95e3f0b6f443efe2373"),Tim Schaller,8477213,F,59,Vancouver Canucks,11,4,4,0,1
ObjectId("5db5c95e3f0b6f443efe2374"),Tyler Motte,8477353,F,64,Vancouver Canucks,5,1,0,1,1
ObjectId("5db5c95e3f0b6f443efe2375"),Bo Horvat,8477500,F,53,Vancouver Canucks,25,19,8,11,2
ObjectId("5db5c95e3f0b6f443efe2376"),Jake Virtanen,8477937,F,18,Vancouver Canucks,20,9,6,3,1
ObjectId("5db5c95e3f0b6f443efe2377"),Brock Boeser,8478444,F,6,Vancouver Canucks,25,23,10,13,2
ObjectId("5db5c95e3f0b6f443efe2378"),Elias Pettersson,8480012,F,40,Vancouver Canucks,24,29,10,19,3
ObjectId("5db5c95e3f0b6f443efe2379"),Zane McIntyre,8475876,G,31,Vancouver Canucks,0,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe237a"),Jacob Markstrom,8474593,G,25,Vancouver Canucks,16,14,0,0,1
ObjectId("5db5c95e3f0b6f443efe237b"),Thatcher Demko,8477967,G,35,Vancouver Canucks,9,10,0,0,1
ObjectId("5db5c95e3f0b6f443efe237c"),Nate Schmidt,8477220,D,88,Vegas Golden Knights,12,8,2,6,1
ObjectId("5db5c95e3f0b6f443efe237d"),Jimmy Schuldt,8481486,D,4,Vegas Golden Knights,0,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe237e"),Deryk Engelland,8468674,D,5,Vegas Golden Knights,11,2,0,2,1
ObjectId("5db5c95e3f0b6f443efe237f"),Nick Holden,8474207,D,22,Vegas Golden Knights,22,5,2,3,1
ObjectId("5db5c95e3f0b6f443efe2380"),Brayden McNabb,8475188,D,3,Vegas Golden Knights,24,5,2,3,1
ObjectId("5db5c95e3f0b6f443efe2381"),Jon Merrill,8475750,D,15,Vegas Golden Knights,11,2,0,2,1
ObjectId("5db5c95e3f0b6f443efe2382"),Jake Bischoff,8476987,D,45,Vegas Golden Knights,3,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe2383"),Shea Theodore,8477447,D,27,Vegas Golden Knights,26,12,3,9,1
ObjectId("5db5c95e3f0b6f443efe2384"),Alex Tuch,8477949,F,89,Vegas Golden Knights,3,2,1,1,1
ObjectId("5db5c95e3f0b6f443efe2385"),Paul Stastny,8471669,F,26,Vegas Golden Knights,26,11,7,4,1
ObjectId("5db5c95e3f0b6f443efe2386"),Ryan Reaves,8471817,F,75,Vegas Golden Knights,26,4,2,2,1
ObjectId("5db5c95e3f0b6f443efe2387"),Max Pacioretty,8474157,F,67,Vegas Golden Knights,26,23,8,15,2
ObjectId("5db5c95e3f0b6f443efe2388"),Reilly Smith,8475191,F,19,Vegas Golden Knights,22,17,10,7,2
ObjectId("5db5c95e3f0b6f443efe2389"),Brandon Pirri,8475204,F,73,Vegas Golden Knights,8,1,0,1,1
ObjectId("5db5c95e3f0b6f443efe238a"),Cody Eakin,8475236,F,21,Vegas Golden Knights,21,7,3,4,1
ObjectId("5db5c95e3f0b6f443efe238b"),Mark Stone,8475913,F,61,Vegas Golden Knights,26,21,10,11,2
ObjectId("5db5c95e3f0b6f443efe238c"),William Karlsson,8476448,F,71,Vegas Golden Knights,23,23,8,15,2
ObjectId("5db5c95e3f0b6f443efe238d"),Jonathan Marchessault,8476539,F,81,Vegas Golden Knights,26,16,5,11,1
ObjectId("5db5c95e3f0b6f443efe238e"),William Carrier,8477478,F,28,Vegas Golden Knights,26,7,3,4,1
ObjectId("5db5c95e3f0b6f443efe238f"),Tomas Nosek,8477931,F,92,Vegas Golden Knights,20,5,4,1,1
ObjectId("5db5c95e3f0b6f443efe2390"),Nicolas Roy,8478462,F,10,Vegas Golden Knights,6,3,1,2,1
ObjectId("5db5c95e3f0b6f443efe2391"),Cody Glass,8479996,F,9,Vegas Golden Knights,23,9,4,5,1
ObjectId("5db5c95e3f0b6f443efe2392"),Marc-Andre Fleury,8470594,G,29,Vegas Golden Knights,18,24,0,0,2
ObjectId("5db5c95e3f0b6f443efe2393"),Garret Sparks,8476343,G,40,Vegas Golden Knights,0,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe2394"),Malcolm Subban,8476876,G,30,Vegas Golden Knights,1,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe2395"),John Carlson,8474590,D,74,Washington Capitals,24,36,8,28,3
ObjectId("5db5c95e3f0b6f443efe2396"),Dmitry Orlov,8475200,D,9,Washington Capitals,18,8,1,7,1
ObjectId("5db5c95e3f0b6f443efe2397"),Nick Jensen,8475324,D,3,Washington Capitals,12,2,0,2,1
ObjectId("5db5c95e3f0b6f443efe2398"),Radko Gudas,8475462,D,33,Washington Capitals,15,5,0,5,1
ObjectId("5db5c95e3f0b6f443efe2399"),Tyler Lewington,8477343,D,78,Washington Capitals,5,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe239a"),Jonas Siegenthaler,8478399,D,34,Washington Capitals,18,3,1,2,1
ObjectId("5db5c95e3f0b6f443efe239b"),Michal Kempny,8479482,D,6,Washington Capitals,17,11,3,8,1
ObjectId("5db5c95e3f0b6f443efe239c"),Richard Panik,8475209,F,14,Washington Capitals,13,1,1,0,1
ObjectId("5db5c95e3f0b6f443efe239d"),Alex Ovechkin,8471214,F,8,Washington Capitals,23,25,15,10,3
ObjectId("5db5c95e3f0b6f443efe239e"),T.J. Oshie,8471698,F,77,Washington Capitals,22,15,10,5,2
ObjectId("5db5c95e3f0b6f443efe239f"),Nicklas Backstrom,8473563,F,19,Washington Capitals,23,18,4,14,2
ObjectId("5db5c95e3f0b6f443efe23a0"),Carl Hagelin,8474176,F,62,Washington Capitals,13,5,0,5,1
ObjectId("5db5c95e3f0b6f443efe23a1"),Lars Eller,8474189,F,20,Washington Capitals,25,13,5,8,1
ObjectId("5db5c95e3f0b6f443efe23a2"),Nic Dowd,8475343,F,26,Washington Capitals,14,4,2,2,1
ObjectId("5db5c95e3f0b6f443efe23a3"),Evgeny Kuznetsov,8475744,F,92,Washington Capitals,21,22,10,12,3
ObjectId("5db5c95e3f0b6f443efe23a4"),Travis Boyd,8476329,F,72,Washington Capitals,8,6,1,5,1
ObjectId("5db5c95e3f0b6f443efe23a5"),Tom Wilson,8476880,F,43,Washington Capitals,23,18,9,9,2
ObjectId("5db5c95e3f0b6f443efe23a6"),Brendan Leipsic,8476894,F,28,Washington Capitals,22,7,2,5,1
ObjectId("5db5c95e3f0b6f443efe23a7"),Chandler Stephenson,8476905,F,18,Washington Capitals,19,4,3,1,1
ObjectId("5db5c95e3f0b6f443efe23a8"),Garnet Hathaway,8477903,F,21,Washington Capitals,23,7,2,5,1
ObjectId("5db5c95e3f0b6f443efe23a9"),Jakub Vrana,8477944,F,13,Washington Capitals,25,19,11,8,2
ObjectId("5db5c95e3f0b6f443efe23aa"),Braden Holtby,8474651,G,70,Washington Capitals,16,22,0,0,2
ObjectId("5db5c95e3f0b6f443efe23ab"),Ilya Samsonov,8478492,G,30,Washington Capitals,6,10,0,0,2
ObjectId("5db5c95e3f0b6f443efe23ac"),Nathan Beaulieu,8476470,D,88,Winnipeg Jets,8,1,0,1,1
ObjectId("5db5c95e3f0b6f443efe23ad"),Dustin Byfuglien,8470834,D,33,Winnipeg Jets,0,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe23ae"),Luca Sbisa,8474579,D,5,Winnipeg Jets,11,2,1,1,1
ObjectId("5db5c95e3f0b6f443efe23af"),Dmitry Kulikov,8475179,D,7,Winnipeg Jets,23,4,1,3,1
ObjectId("5db5c95e3f0b6f443efe23b0"),Anthony Bitetto,8475868,D,2,Winnipeg Jets,9,1,0,1,1
ObjectId("5db5c95e3f0b6f443efe23b1"),Tucker Poolman,8477359,D,3,Winnipeg Jets,21,7,1,6,1
ObjectId("5db5c95e3f0b6f443efe23b2"),Carl Dahlstrom,8477472,D,23,Winnipeg Jets,8,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe23b3"),Josh Morrissey,8477504,D,44,Winnipeg Jets,20,14,2,12,1
ObjectId("5db5c95e3f0b6f443efe23b4"),Neal Pionk,8480145,D,4,Winnipeg Jets,18,11,2,9,1
ObjectId("5db5c95e3f0b6f443efe23b5"),Ville Heinola,8481572,D,14,Winnipeg Jets,8,5,1,4,1
ObjectId("5db5c95e3f0b6f443efe23b6"),Mark Letestu,8473914,F,22,Winnipeg Jets,7,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe23b7"),Blake Wheeler,8471218,F,26,Winnipeg Jets,24,14,6,8,2
ObjectId("5db5c95e3f0b6f443efe23b8"),Bryan Little,8473412,F,18,Winnipeg Jets,5,5,2,3,2
ObjectId("5db5c95e3f0b6f443efe23b9"),Mathieu Perreault,8473618,F,85,Winnipeg Jets,24,9,6,3,1
ObjectId("5db5c95e3f0b6f443efe23ba"),Gabriel Bourque,8475268,F,57,Winnipeg Jets,16,3,1,2,1
ObjectId("5db5c95e3f0b6f443efe23bb"),Adam Lowry,8476392,F,17,Winnipeg Jets,22,4,2,2,1
ObjectId("5db5c95e3f0b6f443efe23bc"),Mark Scheifele,8476460,F,55,Winnipeg Jets,23,22,8,14,2
ObjectId("5db5c95e3f0b6f443efe23bd"),Andrew Copp,8477429,F,9,Winnipeg Jets,24,11,4,7,1
ObjectId("5db5c95e3f0b6f443efe23be"),Nikolaj Ehlers,8477940,F,27,Winnipeg Jets,24,18,11,7,2
ObjectId("5db5c95e3f0b6f443efe23bf"),Kyle Connor,8478398,F,81,Winnipeg Jets,23,18,8,10,2
ObjectId("5db5c95e3f0b6f443efe23c0"),Jack Roslovic,8478458,F,28,Winnipeg Jets,24,10,4,6,1
ObjectId("5db5c95e3f0b6f443efe23c1"),Mason Appleton,8478891,F,82,Winnipeg Jets,9,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe23c2"),Patrik Laine,8479339,F,29,Winnipeg Jets,21,20,6,14,2
ObjectId("5db5c95e3f0b6f443efe23c3"),David Gustafsson,8481019,F,19,Winnipeg Jets,4,0,0,0,1
ObjectId("5db5c95e3f0b6f443efe23c4"),Laurent Brossoit,8476316,G,30,Winnipeg Jets,6,6,0,0,1
ObjectId("5db5c95e3f0b6f443efe23c5"),Connor Hellebuyck,8476945,G,37,Winnipeg Jets,19,23,0,0,2
